UserId,isInsider
EGK0893,0
EHB0420,0
EHB0824,1
EHD0584,1
EHR0096,0
EIM0156,0
EIP0997,0
EIS0041,0
EJW0884,0
ELB0847,0
ELH0960,0
ELT0769,0
EMB0531,0
EMS0317,0
EMW0105,0
EMW0772,0
ENC0234,0
ENL0100,0
EPW0434,0
ERH0449,0
ESA0642,0
ESH0135,0
ESH0283,0
ESJ0670,0
ESR0693,0
ETR0177,0
ETR0428,0
EWH0191,0
EZH0736,0
EZT0640,0
FAW0032,0
FBA0348,0
FBW0747,0
FDE0117,0
FEB0306,0
FFC0891,0
FGW0853,0
FHO0630,0
FHS0837,0
FIR0920,0
FKB0163,0
FKK0055,0
FLM0213,0
FMG0527,1
FOB0756,0
FPC0954,0
FQA0854,0
FRB0023,0
FRL0511,0
FRR0832,0
FSB0399,0
FSC0601,1
FTM0406,1
FUM0015,0
FWM0707,0
FXF0957,0
GAF0060,0
GAF0570,0
GBM0603,0
GCC0744,0
GCC0945,0
GCG0951,0
GCL0016,0
GCR0554,0
GCS0518,0
GCS0571,0
GDF0704,0
GHH0288,0
GHL0460,1
GJD0298,0
GJT0386,0
GKO0078,0
GLR0975,0
GMF0738,0
GNS0178,0
GNZ0953,0
GOK0238,0
GQF0659,0
GQP0743,0
GRC0145,0
GRM0868,0
GTD0116,0
GTD0219,1
GTD0898,0
GZB0469,0
GZC0735,0
HAC0282,0
HAD0246,0
HAH0248,0
HAH0760,0
HAM0985,0
HAV0121,0
HBB0056,0
HBO0413,1
HCC0344,0
HCL0113,0
HCL0651,0
HCM0267,0
HCS0003,0
HCV0478,0
HCW0419,0
HDD0789,0
HDD0806,0
HDH0928,0
HDJ0446,0
HDL0748,0
HDS0367,0
HFB0347,0
HGG0240,0
HGH0595,0
HGN0287,0
HIA0414,0
HIW0536,0
HJA0018,0
HJB0742,1
HJS0072,0
HKB0418,0
HKF0831,0
HKI0171,0
HKR0628,0
HLH0512,0
HLM0933,0
HMM0108,0
HMW0713,0
HOB0994,0
HPH0075,0
HPM0986,0
HPR0585,0
HRB0351,0
HRD0635,0
HRL0540,0
HRW0550,0
HSB0196,0
HSD0457,0
HSG0818,0
HSP0290,0
HTF0641,0
HTH0007,0
HVB0037,0
HVF0067,0
HWH0646,0
HWM0342,0
HWW0436,0
HWY0038,0
HXL0968,1
IAR0694,0
IAT0263,0
IBB0359,0
IBB0696,0
IBM0671,0
IBP0883,0
IBS0836,0
ICH0294,0
ICS0956,0
IDO0176,0
IEB0153,0
IHK0841,0
IIA0092,0
IIL0513,0
IIW0249,0
IJM0139,0
IJM0444,0
IJM0776,0
IJR0825,0
IJW0851,0
IKP0472,0
IKR0401,1
ILC0838,0
ILH0958,0
ILJ0526,0
ILR0304,0
IMB0481,0
IMG0320,0
IMP0530,0
IRM0931,0
IRT0491,0
IUB0565,1
IUY0279,0
IWM0816,0
IYB0918,0
JAD0609,0
JAJ0849,0
JAM0382,0
JAV0361,0
JBD0616,0
JBM0350,0
JCC0225,0
JCG0316,0
JCR0172,0
JCR0289,0
JCR0770,0
JCR0921,0
JCV0245,0
JCW0858,0
JDB0169,0
JDC0030,0
JDF0593,0
JER0404,0
JFC0557,0
JFC0757,0
JGM0934,0
JGT0221,1
JHP0583,0
JIG0128,0
JIM0095,0
JJB0127,0
JJB0700,0
JJH0292,0
JJH0613,0
JJM0203,1
JJM0776,1
JKB0126,0
JKF0465,0
JKJ0698,0
JKM0303,0
JLM0364,1
JLW0053,0
JMB0308,1
JMC0925,0
JMD0520,0
JMH0543,0
JMK0099,0
JML0909,0
JMW0638,0
JNA0559,0
JNJ0556,0
JOL0024,0
JOM0750,0
JPA0667,0
JPW0741,0
JRF0835,0
JRG0207,1
JRH0455,0
JRL0574,0
JRS0362,0
JSA0775,0
JSH0330,0
JTM0223,1
JTS0389,0
JXH0493,0
JZD0888,0
KAC0124,0
KAL0395,0
KAT0270,0
KAT0489,0
KBB0189,0
KBC0054,0
KBG0549,0
KBL0260,0
KBP0008,0
KBS0874,0
KCB0815,0
KCF0045,0
KCO0122,0
KCS0173,0
KDS0349,0
KDT0346,0
KES0729,0
KJA0152,0
KJG0910,0
KJJ0293,0
KJM0887,0
KJP0371,0
KJS0618,0
KJW0416,0
KKC0683,0
KKS0119,0
KKW0879,0
KLH0596,1
KLM0639,0
KMB0922,0
KMS0657,0
KMW0545,0
KNB0022,0
KNG0672,0
KNW0644,0
KPC0073,1
KPP0452,0
KPR0497,0
KQC0708,0
KQS0415,0
KRG0158,0
KRL0062,0
KRL0501,1
KRM0541,0
KRV0372,0
KSH0569,0
KSP0357,0
KSP0966,0
KTG0091,0
KVS0425,0
KVT0028,0
KWC0004,0
KWE0082,0
LAF0991,0
LAM0911,0
LAP0338,0
LBC0356,0
LBF0214,0
LBH0942,0
LCB0664,0
LCC0819,1
LCD0622,0
LDB0090,0
LDD0560,0
LDG0459,0
LDM0587,0
LEM0605,0
LFS0071,0
LHB0606,0
LHB0967,0
LHL0309,0
LHN0151,0
LIM0674,0
LJB0826,0
LJJ0905,0
LJR0523,1
LJT0817,0
LLV0602,0
LMF0980,0
LNR0656,0
LNS0989,0
LOF0311,0
LOM0086,0
LPC0492,0
LPH0572,0
LQC0479,1
LQP0508,0
LRR0148,0
LRW0970,0
LTS0860,0
LUR0896,0
MAD0496,0
MAD0753,0
MAE0331,0
MAH0149,0
MAH0864,0
MAR0955,1
MAS0025,1
MAW0166,0
MBG0438,0
MBJ0312,0
MBR0724,0
MBW0809,0
MCD0125,0
MCF0327,0
MCF0600,1
MCJ0324,0
MCS0035,0
MCT0720,0
MDH0580,1
MDH0686,0
MDM0625,0
MDM0976,0
MES0407,0
MFV0897,0
MGS0974,0
MHA0798,0
MHG0244,0
MHG0733,0
MHH0180,0
MIB0904,0
MIC0726,0
MIL0255,0
MIM0712,0
MJB0588,0
MJM0510,0
MJS0890,0
MKG0711,0
MKL0941,0
MKP0861,0
MKS0204,0
MKW0441,0
MLD0755,0
MLG0475,0
MLL0598,0
MLM0950,0
MLP0668,0
MMB0488,0
MMG0943,0
MNC0717,0
MNR0829,0
MNS0224,0
MOH0273,0
MOP0763,0
MOS0047,1
MPM0220,1
MPT0376,0
MSD0939,0
MSG0839,0
MSH0040,0
MSO0222,1
MSS0001,0
MSZ0310,0
MTB0620,0
MTT0901,0
MVB0515,0
MVF0594,0
MVH0373,0
MYD0978,1
NAB0801,0
NAB0903,0
NAF0033,0
NAF0326,0
NAH0503,0
NAR0981,0
NBC0412,0
NBH0256,0
NCE0097,0
NCH0179,0
NCK0295,0
NCK0421,0
NCO0666,0
NDM0417,0
NGC0058,0
NGF0157,0
NGO0690,0
NHE0919,0
NHH0185,0
NIH0969,0
NJB0243,0
NJC0705,0
NKH0807,0
NKH0979,0
NKP0236,0
NLO0131,0
NMB0972,0
NMC0486,0
NMF0780,0
NMG0766,0
NMS0280,0
NNA0610,0
NNS0059,0
NOB0181,0
NRD0548,0
NRF0137,0
NRO0768,0
NSC0597,0
NSS0876,0
NUL0471,0
NWK0215,0
NWT0098,1
OBH0499,0
OCB0805,0
OCS0865,0
OHC0973,0
OJK0233,0
OKB0439,0
OKC0107,0
OLB0749,0
OLF0504,0
OLW0689,0
OMM0944,0
OMS0101,0
ONL0276,0
ONW0083,0
OQH0183,0
ORB0473,0
ORG0339,0
ORM0669,0
OSH0655,0
OYM0026,0
PAD0773,0
PBP0002,0
PDH0716,0
PDW0259,0
PES0085,0
PEV0323,0
PGC0066,0
PGH0184,0
PGO0433,0
PID0426,0
PIS0522,0
PKB0281,0
PKB0429,0
PLH0715,0
PLH0862,0
PMC0328,0
PMJ0564,0
PMV0850,0
PNH0761,0
PNL0301,1
POB0343,0
PPF0435,1
PRM0740,0
PSF0133,1
PTH0552,0
PTH0830,0
QCH0110,0
QJR0688,0
QNF0205,0
QNP0216,0
QOS0878,0
QPM0727,0
QRM0739,0
QSV0778,0
RAB0589,1
RAG0275,0
RAH0440,0
RAM0447,0
RAR0725,1
RAS0432,0
RAW0915,0
RBB0485,0
RCC0617,0
RCP0785,0
RDM0115,0
RDM0150,0
RDT0424,0
RFP0380,0
RGG0064,1
RGH0728,0
RGN0408,0
RHC0335,0
RHL0992,1
RHO0732,0
RHP0484,0
RHY0079,0
RIH0777,0
RJB0088,0
RJM0381,0
RKD0604,1
RKF0164,0
RLB0719,0
RLG0856,0
RMS0266,0
RMW0542,1
RNF0765,0
RNL0695,0
RNP0211,0
ROB0272,0
RRA0938,0
RRC0553,0
RRP0568,0
RSC0089,0
RSM0277,0
RTO0313,0
RUM0880,0
RVC0232,0
RVF0201,0
RYB0718,0
RZC0746,0
SAA0999,0
SAB0781,0
SAC0592,0
SAC0687,0
SAH0599,0
SAK0375,0
SAP0867,0
SAT0194,0
SBD0913,0
SBH0537,0
SBK0161,0
SBN0495,0
SBN0866,0
SBN0971,0
SBQ0786,0
SCB0534,0
SCF0608,0
SCP0130,0
SDB0106,0
SDF0017,0
SDO0170,0
SED0886,0
SEJ0677,0
SER0165,0
SES0477,0
SGB0140,0
SGG0787,0
SGM0021,0
SGS0268,0
SHR0334,0
SHW0578,0
SIJ0661,0
SJC0333,0
SJF0094,0
SJO0209,0
SJW0451,0
SKG0759,0
SLB0049,0
SLP0762,0
SLT0907,0
SMB0804,0
SMH0291,0
SMW0084,0
SMY0792,0
SNC0187,0
SNS0129,0
SOB0360,0
SOB0586,0
SOF0808,0
SOG0411,0
SPA0141,0
SRH0155,0
SRS0231,0
SSG0250,0
SSH0799,0
SSJ0784,0
SSR0278,0
SSS0345,0
SVL0803,0
SVL0940,0
SVS0871,0
SXM0895,0
TAC0300,0
TAP0551,1
TBT0461,0
TCD0009,0
TDG0962,0
TDJ0998,0
TDS0984,0
TEB0251,0
TEM0093,0
TEM0977,0
TET0621,0
THD0448,0
THR0873,0
TIW0299,0
TJB0302,0
TJD0996,0
TJG0582,0
TLH0648,0
TLK0993,0
TLM0797,0
TMA0069,0
TNM0961,1
TOR0193,0
TPH0474,0
TQS0212,0
TRK0914,0
TSB0437,0
TSG0906,0
TSM0363,0
TSM0927,0
TSR0676,0
TTD1000,0
TUC0632,0
TVS0006,0
TVS0050,0
TYB0779,0
UAD0771,0
UBF0645,0
UCH0519,0
UCS0227,0
UFK0208,0
UIR0043,0
UJC0737,0
USH0199,0
VAA0087,0
VCC0396,0
VCY0751,0
VEB0935,0
VFM0814,0
VIA0063,0
VLB0647,0
VMJ0147,0
VMJ0546,0
VSA0230,0
VSS0154,1
VTT0385,0
WAB0143,0
WAS0254,0
WBC0192,0
WBC0315,0
WDD0366,1
WDO0870,0
WDV0573,0
WGR0833,0
WGS0516,0
WIF0691,0
WIQ0567,0
WJD0576,0
WKD0013,0
WKF0012,0
WLV0566,0
WNB0908,0
WPE0538,0
WPR0368,0
WRM0963,0
WSR0241,0
WTF0387,0
WTR0563,0
WVB0539,0
WXH0872,0
XAA0104,0
XBN0229,0
XHG0902,0
XHW0498,1
XLB0710,0
XRS0633,0
XWD0923,0
YCE0983,0
YDN0198,0
YEV0793,0
YIC0195,0
YJF0532,0
YJV0699,0
YWW0660,0
ZCF0590,0
ZDW0859,0
ZFM0468,0
ZJE0857,0
ZJS0269,0
ZKS0899,0
ZMC0284,0
ZSB0649,0
ZSK0258,0
ZSL0305,0
